ID	Elements	Generation	Position	Velocity	F_damp	F_b_best	F_h_best	F_g_best	F_b_worst	F_h_worst	F_g_worst	mut_prob	flip_prob	mut_rate	v_max	v_min	Activity	Velocity_mag	Flag	Distance
0	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.79 0.03 0.03 0.03 0.03 0.03 0.03 0.03]	[-0.187  0.027  0.027  0.027  0.027  0.027  0.027  0.027]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2		0.44291876522070495	0.2	False	0.569
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.03 0.79 0.03 0.03 0.03 0.03 0.03 0.03]	[ 0.027 -0.187  0.027  0.027  0.027  0.027  0.027  0.027]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2		0.20560014505118607	0.2	False	0.689
2	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.03 0.03 0.79 0.03 0.03 0.03 0.03 0.03]	[ 0.027  0.027 -0.187  0.027  0.027  0.027  0.027  0.027]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2		0.2149894158498787	0.2	False	0.632
3	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.03 0.03 0.03 0.79 0.03 0.03 0.03 0.03]	[ 0.027  0.027  0.027 -0.187  0.027  0.027  0.027  0.027]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2		0.12265296114671817	0.2	False	0.925
4	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.03 0.03 0.03 0.03 0.79 0.03 0.03 0.03]	[ 0.027  0.027  0.027  0.027 -0.187  0.027  0.027  0.027]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2		0.2961943697576316	0.2	False	0.925
5	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.03 0.03 0.03 0.03 0.03 0.79 0.03 0.03]	[ 0.027  0.027  0.027  0.027  0.027 -0.187  0.027  0.027]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2		0.34147169449736997	0.2	False	0.925
6	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.03 0.03 0.03 0.03 0.03 0.03 0.79 0.03]	[ 0.027  0.027  0.027  0.027  0.027  0.027 -0.187  0.027]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2		0.314514003905087	0.2	False	0.925
7	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.79]	[ 0.027  0.027  0.027  0.027  0.027  0.027  0.027 -0.187]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2		0.3283821739532633	0.2	False	0.839
0	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	1	[0.704 0.061 0.02  0.013 0.061 0.019 0.061 0.061]	[-0.086  0.031 -0.01  -0.017  0.031 -0.011  0.031  0.031]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2		0.4865517043020095	0.108	False	0.499
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	1	[0.168 0.646 0.032 0.028 0.032 0.032 0.032 0.032]	[ 0.138 -0.144  0.002 -0.002  0.002  0.002  0.002  0.002]	0.74	1.67	1.76	0.42	0.02	0.05	0.01	0.11	0.82	0.37	0.2		0.36292035913083964	0.2	False	0.52
